refdes	device	value	spec	footprint	description	
C30	CAPACITOR	0.1uF	16WVDC X7R	0603	Ceramic capacitor	
R54	RESISTOR	10k	1% 1/10W	0603	Resistor	
R53	RESISTOR	1	1% 1/10W	0603	Resistor	
Q5	LM195H	unknown	unknown	TO39	unknown	
R51	RESISTOR	100k	1% 1/10W	0603	Resistor	
R52	RESISTOR	10k	1% 1/10W	0603	Resistor	
R50	RESISTOR	10k	1% 1/10W	0603	Resistor	
R49	RESISTOR	1	1% 1/10W	0603	Resistor	
Q4	LM195H	unknown	unknown	TO39	unknown	
R47	RESISTOR	100k	1% 1/10W	0603	Resistor	
R48	RESISTOR	10k	1% 1/10W	0603	Resistor	
U16	DUAL_OPAMP	LT2078AIS8	N/A	SO8	unknown	
C36	CAPACITOR	0.1uF	16WVDC X7R	0603	Ceramic capacitor	
R36	RESISTOR	10k	1% 1/10W	0603	Resistor	
R33	RESISTOR	1	1% 1/10W	0603	Resistor	
Q1	LM195H	unknown	unknown	TO39	unknown	
R32	RESISTOR	100k	1% 1/10W	0603	Resistor	
R31	RESISTOR	10k	1% 1/10W	0603	Resistor	
U13	DUAL_OPAMP	LT2078AIS8	N/A	SO8	unknown	
C28	CAPACITOR	1uF	10WVDC X7R	0805	Ceramic capacitor	
R30	RESISTOR	330	5% 0.15W	0805	Resistor	
R37	RESISTOR	49.9	1% 1/10W	0603	Resistor	
C31	CAPACITOR	0.1uF	16WVDC X7R	0603	Ceramic capacitor	
R34	RESISTOR	464	1% 1/10W	0603	Resistor	
U14	MAX308CSE+	unknown	unknown	SO16	8 input analog mux	
C29	CAPACITOR	0.1uF	16WVDC X7R	0603	Ceramic capacitor	
U12	AD5328	unknown	unknown	TSSOP16	Octal DAC	
R17	RESISTOR	10k	1% 1/10W	0603	Resistor	
C13	CAPACITOR	22nF	50WVDC X7R	0603	Ceramic capacitor	
R16	RESISTOR	10k	1% 1/10W	0603	Resistor	
C12	CAPACITOR	22nF	50WVDC X7R	0603	Ceramic capacitor	
R15	RESISTOR	10k	1% 1/10W	0603	Resistor	
C11	CAPACITOR	22nF	50WVDC X7R	0603	Ceramic capacitor	
R14	RESISTOR	10k	1% 1/10W	0603	Resistor	
C10	CAPACITOR	22nF	50WVDC X7R	0603	Ceramic capacitor	
R21	RESISTOR	10k	1% 1/10W	0603	Resistor	
C17	CAPACITOR	22nF	50WVDC X7R	0603	Ceramic capacitor	
R20	RESISTOR	10k	1% 1/10W	0603	Resistor	
C16	CAPACITOR	22nF	50WVDC X7R	0603	Ceramic capacitor	
R19	RESISTOR	10k	1% 1/10W	0603	Resistor	
C15	CAPACITOR	22nF	50WVDC X7R	0603	Ceramic capacitor	
R18	RESISTOR	10k	1% 1/10W	0603	Resistor	
C14	CAPACITOR	22nF	50WVDC X7R	0603	Ceramic capacitor	
R25	RESISTOR	10k	1% 1/10W	0603	Resistor	
C21	CAPACITOR	22nF	50WVDC X7R	0603	Ceramic capacitor	
R24	RESISTOR	10k	1% 1/10W	0603	Resistor	
C20	CAPACITOR	22nF	50WVDC X7R	0603	Ceramic capacitor	
R23	RESISTOR	10k	1% 1/10W	0603	Resistor	
C19	CAPACITOR	22nF	50WVDC X7R	0603	Ceramic capacitor	
R22	RESISTOR	10k	1% 1/10W	0603	Resistor	
C18	CAPACITOR	22nF	50WVDC X7R	0603	Ceramic capacitor	
R29	RESISTOR	10k	1% 1/10W	0603	Resistor	
C25	CAPACITOR	22nF	50WVDC X7R	0603	Ceramic capacitor	
R28	RESISTOR	10k	1% 1/10W	0603	Resistor	
C24	CAPACITOR	22nF	50WVDC X7R	0603	Ceramic capacitor	
R27	RESISTOR	10k	1% 1/10W	0603	Resistor	
C23	CAPACITOR	22nF	50WVDC X7R	0603	Ceramic capacitor	
R26	RESISTOR	10k	1% 1/10W	0603	Resistor	
C22	CAPACITOR	22nF	50WVDC X7R	0603	Ceramic capacitor	
R46	RESISTOR	49.9	1% 1/10W	0603	Resistor	
C35	CAPACITOR	47pF	50WVDC NP0	0603	Ceramic capacitor	
C33	CAPACITOR	47pF	50WVDC NP0	0603	Ceramic capacitor	
R45	RESISTOR	1.5k	1% 1/4W	0603	Resistor	
R44	RESISTOR	4.99k	1% 1/10W	0603	Resistor	
Q3	NPN_TRANSISTOR	MMBT2222A	unknown	UB	unknown	
R43	RESISTOR	10k	1% 1/10W	0603	Resistor	
R42	RESISTOR	11.0k	1% 1/10W	0603	Resistor	
C34	CAPACITOR	0.1uF	25WVDC X7R	0603	Ceramic capacitor	
R41	RESISTOR	1.5k	1% 1/4W	0603	Resistor	
R40	RESISTOR	4.99k	1% 1/10W	0603	Resistor	
Q2	NPN_TRANSISTOR	MMBT2222A	unknown	UB	unknown	
R39	RESISTOR	10k	1% 1/10W	0603	Resistor	
R38	RESISTOR	11.0k	1% 1/10W	0603	Resistor	
U15	DUAL_OPAMP	LM6142AIM	N/A	SO8	generic dual operational amplifier, SO8	
PP/C14	CAPACITOR	0.68uF	50WVDC X7R	1812	Ceramic capacitor	
PP/R13	RESISTOR	16.2	1% 1/10W	0603	Resistor	
PP/C13	CAPACITOR	22nF	100WVDC X7R	0805	Ceramic capacitor	
PP/R12	RESISTOR	182	1% 1/10W	0603	Resistor	
PP/C12	CAPACITOR	0.1uF	16WVDC X7R	0603	Ceramic capacitor	
PP/R11	RESISTOR	100	5% 1/4W	1206	Resistor	
PP/C10	CAPACITOR	0.27uF	25WVDC X7R	1206	Ceramic capacitor	
PP/R3	RESISTOR	60.4k	1% 1/10W	0603	Resistor	
PP/R2	RESISTOR	30.1k	1% 1/10W	0603	Resistor	
PP/R1	RESISTOR	12.1	1% 1/10W	0603	Resistor	
PP/Q4	PMOS_TRANSISTOR	IRFR9120N	unknown	TO252AA	generic P channel MOS transistor (enhancement type)	
PP/Q1	PNP_TRANSISTOR	MMBT2907A	unknown	UB	unknown	
PP/C11	CAPACITOR	0.27uF	25WVDC X7R	1206	Ceramic capacitor	
PP/C9	CAPACITOR	DNP	50WVDC X7R	0603	Ceramic capacitor	
PP/C8	CAPACITOR	22nF	50WVDC X7R	0603	Ceramic capacitor	
PP/C7	CAPACITOR	22nF	50WVDC X7R	0603	Ceramic capacitor	
PP/C6	CAPACITOR	22nF	50WVDC X7R	0603	Ceramic capacitor	
PP/D8	DIODE	1N914UR	N/A	DO213AA	Signal Diode	
PP/D7	DIODE	1N914UR	N/A	DO213AA	Signal Diode	
PP/D6	DIODE	1N914UR	N/A	DO213AA	Signal Diode	
PP/D5	DIODE	1N914UR	N/A	DO213AA	Signal Diode	
PP/D4	DIODE	1N914UR	N/A	DO213AA	Signal Diode	
PP/C5	CAPACITOR	22nF	50WVDC X7R	0603	Ceramic capacitor	
PP/D3	DIODE	1N914UR	N/A	DO213AA	Signal Diode	
PP/C4	CAPACITOR	22nF	50WVDC X7R	0603	Ceramic capacitor	
PP/D2	DIODE	1N914UR	N/A	DO213AA	Signal Diode	
PP/C3	CAPACITOR	22nF	50WVDC X7R	0603	Ceramic capacitor	
PP/R10	RESISTOR	4.99	1% 1/10W	0603	Resistor	
PP/C2	CAPACITOR	22nF	50WVDC X7R	0603	Ceramic capacitor	
PP/D1	DIODE	1N914UR	N/A	DO213AA	Signal Diode	
PP/R9	RESISTOR	100	1% 1/10W	0603	Resistor	
PP/Q6	PNP_TRANSISTOR	MMBT2907A	unknown	UB	unknown	
PP/R8	RESISTOR	100	1% 1/10W	0603	Resistor	
PP/Q5	NPN_TRANSISTOR	MMBT2222A	unknown	UB	unknown	
PP/R7	RESISTOR	100	5% 1/10W	0603	Resistor	
PP/C1	CAPACITOR	0.1uF	16WVDC X7R	0603	Ceramic capacitor	
PP/U1	DG403	unknown	unknown	SO16	Dual SPDT switch	
PP/R6	RESISTOR	133k	1% 1/10W	0603	Resistor	
PP/R5	RESISTOR	26.7k	1% 1/10W	0603	Resistor	
PP/R4	RESISTOR	12.1	1% 1/10W	0603	Resistor	
PP/Q3	NMOS_TRANSISTOR	IRFR220N	unknown	TO252AA	generic N channel MOS transistor (enhancement type)	
PP/Q2	NPN_TRANSISTOR	MMBT2222A	unknown	UB	unknown	
U1	DUAL_OPAMP	LT2078AIS8	N/A	SO8	unknown	
C6	CAPACITOR	0.1uF	16WVDC X7R	0603	Ceramic capacitor	
C5	CAPACITOR	0.1uF	16WVDC X7R	0603	Ceramic capacitor	
U9	REFERENCE	REF43GS	N/A	SO8	2.5V Reference	
R10	RESISTOR	100k	1% 1/10W	0603	Resistor	
R9	RESISTOR	100k	1% 1/10W	0603	Resistor	
R8	RESISTOR	100k	1% 1/10W	0603	Resistor	
R7	RESISTOR	100k	1% 1/10W	0603	Resistor	
R6	RESISTOR	7.15k	1% 1/10W	0603	Resistor	
R5	RESISTOR	7.5k	1% 1/10W	0603	Resistor	
C4	CAPACITOR	0.1uF	16WVDC X7R	0603	Ceramic capacitor	
C3	CAPACITOR	0.1uF	16WVDC X7R	0603	Ceramic capacitor	
R4	RESISTOR	464	1% 1/10W	0603	Resistor	
R3	RESISTOR	464	1% 1/10W	0603	Resistor	
C2	CAPACITOR	0.1uF	16WVDC X7R	0603	Ceramic capacitor	
R2	RESISTOR	464	1% 1/10W	0603	Resistor	
J5	TempConn	MDM31P	unknown	MDM31P	unknown	
U8	MAX308CSE+	unknown	unknown	SO16	8 input analog mux	
U7	MAX308CSE+	unknown	unknown	SO16	8 input analog mux	
U6	MAX308CSE+	unknown	unknown	SO16	8 input analog mux	
U5	MAX308CSE+	unknown	unknown	SO16	8 input analog mux	
R1	RESISTOR	464	1% 1/10W	0603	Resistor	
C1	CAPACITOR	0.1uF	16WVDC X7R	0603	Ceramic capacitor	
J4	Flexprint	unknown	unknown	NK-2M2-051	Airborne 51 pin connector	
X4/C39	CAPACITOR	1uF	10WVDC X7R	0805	Ceramic capacitor	
X4/R51	RESISTOR	330	5% 0.15W	0805	Resistor	
X4/R53	RESISTOR	3.74k	1% 1/10W	0603	Resistor	
X4/R52	RESISTOR	3.74k	1% 1/10W	0603	Resistor	
X4/C38	CAPACITOR	0.1uF	16WVDC X7R	0603	Ceramic capacitor	
X4/C37	CAPACITOR	22nF	50WVDC X7R	0603	Ceramic capacitor	
X4/U10	MAX308CSE+	unknown	unknown	SO16	8 input analog mux	
X4/C36	CAPACITOR	22nF	50WVDC X7R	0603	Ceramic capacitor	
X4/U9	AD5328	unknown	unknown	TSSOP16	Octal DAC	
X4/C35	CAPACITOR	1uF	10WVDC X7R	0805	Ceramic capacitor	
X4/R48	RESISTOR	330	5% 0.15W	0805	Resistor	
X4/R50	RESISTOR	3.74k	1% 1/10W	0603	Resistor	
X4/R49	RESISTOR	3.74k	1% 1/10W	0603	Resistor	
X4/C34	CAPACITOR	0.1uF	16WVDC X7R	0603	Ceramic capacitor	
X4/C33	CAPACITOR	22nF	50WVDC X7R	0603	Ceramic capacitor	
X4/U8	MAX308CSE+	unknown	unknown	SO16	8 input analog mux	
X4/C32	CAPACITOR	22nF	50WVDC X7R	0603	Ceramic capacitor	
X4/U7	AD5328	unknown	unknown	TSSOP16	Octal DAC	
X4/C31	CAPACITOR	0.1uF	25WVDC X7R	0603	Ceramic capacitor	
X4/L4	EXC-3BB102H	unknown	unknown	0603	EMI chip	
X4/C30	CAPACITOR	22nF	50WVDC X7R	0603	Ceramic capacitor	
X4/L3	EXC-3BB102H	unknown	unknown	0603	EMI chip	
X4/C29	CAPACITOR	22nF	50WVDC X7R	0603	Ceramic capacitor	
X4/L2	EXC-3BB102H	unknown	unknown	0603	EMI chip	
X4/L1	EXC-3BB102H	unknown	unknown	0603	EMI chip	
X4/C28	CAPACITOR	22nF	50WVDC X7R	0603	Ceramic capacitor	
X4/X6/R14	RESISTOR	301k	1%	0603	Resistor	
X4/X6/R15	RESISTOR	301k	1%	0603	Resistor	
X4/X6/U1	DUAL_OPAMP	LT2078AIS8	N/A	SO8	unknown	
X4/X6/R13	RESISTOR	1.00Meg	1%	0603	Resistor	
X4/X6/R8	RESISTOR	100k	1%	0603	Resistor	
X4/X6/R9	RESISTOR	300k	1%	0603	Resistor	
X4/X6/R10	RESISTOR	100k	1%	0603	Resistor	
X4/X6/R11	RESISTOR	301k	1%	0603	Resistor	
X4/X6/C4	CAPACITOR	330pF	50WVDC X7R	0603	Ceramic capacitor	
X4/X6/R12	RESISTOR	470	1% 1/10W	0603	Resistor	
X4/X6/C5	CAPACITOR	47nF	50WVDC X7R	0805	Ceramic capacitor	
X4/X6/C3	CAPACITOR	22nF	50WVDC X7R	0603	Ceramic capacitor	
X4/X6/R6	RESISTOR	49.9	1% 1/10W	0603	Resistor	
X4/X6/R7	RESISTOR	1.00Meg	1%	0603	Resistor	
X4/X6/R1	RESISTOR	100k	1%	0603	Resistor	
X4/X6/R2	RESISTOR	300k	1%	0603	Resistor	
X4/X6/R3	RESISTOR	100k	1%	0603	Resistor	
X4/X6/R4	RESISTOR	301k	1%	0603	Resistor	
X4/X6/C1	CAPACITOR	330pF	50WVDC X7R	0603	Ceramic capacitor	
X4/X6/R5	RESISTOR	470	1% 1/10W	0603	Resistor	
X4/X6/C2	CAPACITOR	47nF	50WVDC X7R	0805	Ceramic capacitor	
X4/X5/R14	RESISTOR	301k	1%	0603	Resistor	
X4/X5/R15	RESISTOR	301k	1%	0603	Resistor	
X4/X5/U1	DUAL_OPAMP	LT2078AIS8	N/A	SO8	unknown	
X4/X5/R13	RESISTOR	1.00Meg	1%	0603	Resistor	
X4/X5/R8	RESISTOR	100k	1%	0603	Resistor	
X4/X5/R9	RESISTOR	300k	1%	0603	Resistor	
X4/X5/R10	RESISTOR	100k	1%	0603	Resistor	
X4/X5/R11	RESISTOR	301k	1%	0603	Resistor	
X4/X5/C4	CAPACITOR	330pF	50WVDC X7R	0603	Ceramic capacitor	
X4/X5/R12	RESISTOR	470	1% 1/10W	0603	Resistor	
X4/X5/C5	CAPACITOR	47nF	50WVDC X7R	0805	Ceramic capacitor	
X4/X5/C3	CAPACITOR	22nF	50WVDC X7R	0603	Ceramic capacitor	
X4/X5/R6	RESISTOR	49.9	1% 1/10W	0603	Resistor	
X4/X5/R7	RESISTOR	1.00Meg	1%	0603	Resistor	
X4/X5/R1	RESISTOR	100k	1%	0603	Resistor	
X4/X5/R2	RESISTOR	300k	1%	0603	Resistor	
X4/X5/R3	RESISTOR	100k	1%	0603	Resistor	
X4/X5/R4	RESISTOR	301k	1%	0603	Resistor	
X4/X5/C1	CAPACITOR	330pF	50WVDC X7R	0603	Ceramic capacitor	
X4/X5/R5	RESISTOR	470	1% 1/10W	0603	Resistor	
X4/X5/C2	CAPACITOR	47nF	50WVDC X7R	0805	Ceramic capacitor	
X4/R62	RESISTOR	49.9	1% 1/10W	0603	Resistor	
X4/R57	RESISTOR	301k	1%	0603	Resistor	
X4/R54	RESISTOR	0	1%	0603	Resistor	
X4/R47	RESISTOR	3.01Meg	1%	0603	Resistor	
X4/R46	RESISTOR	37.4k	1%	0603	Resistor	
X4/C27	CAPACITOR	22nF	100WVDC X7R	0805	Ceramic capacitor	
X4/R45	RESISTOR	40.2k	1%	0603	Resistor	
X4/C26	CAPACITOR	33nF	25WVDC X7R	0603	Ceramic capacitor	
X4/R44	RESISTOR	604k	1%	0603	Resistor	
X4/R43	RESISTOR	10k	1%	0603	Resistor	
X4/C25	CAPACITOR	22nF	100WVDC X7R	0805	Ceramic capacitor	
X4/R42	RESISTOR	10k	1%	0603	Resistor	
X4/Q2	PNP_TRANSISTOR	PMBTA92	unknown	UB	unknown	
X4/R41	RESISTOR	200k	1%	0603	Resistor	
X4/R40	RESISTOR	10k	1%	0603	Resistor	
X4/Q1	PNP_TRANSISTOR	PMBTA92	unknown	UB	unknown	
X4/C24	CAPACITOR	0.1uF	25WVDC X7R	0603	Ceramic capacitor	
X4/R39	RESISTOR	133k	1%	0603	Resistor	
X4/U4	DUAL_OPAMP	LM6142AIM	N/A	SO8	generic dual operational amplifier, SO8	
X4/R38	RESISTOR	604k	1%	0603	Resistor	
X4/R37	RESISTOR	392k	1%	0603	Resistor	
X4/R36	RESISTOR	200k	1%	0603	Resistor	
X4/C23	CAPACITOR	3.3nF	50WVDC X7R	0603	Ceramic capacitor	
X4/R35	RESISTOR	470	1% 1/10W	0603	Resistor	
X4/C22	CAPACITOR	0.22uF	25WVDC X7R	1206	Ceramic capacitor	
X4/U3	DUAL_OPAMP	LT2078AIS8	N/A	SO8	unknown	
X4/C21	CAPACITOR	0.22uF	25WVDC X7R	1206	Ceramic capacitor	
X4/C20	CAPACITOR	0.1uF	25WVDC X7R	0603	Ceramic capacitor	
X4/R34	RESISTOR	44.2k	1%	0603	Resistor	
X4/R33	RESISTOR	604k	1%	0603	Resistor	
X4/R32	RESISTOR	56.2k	1%	0603	Resistor	
X4/R31	RESISTOR	200k	1%	0603	Resistor	
X4/C19	CAPACITOR	3.3nF	50WVDC X7R	0603	Ceramic capacitor	
X4/R30	RESISTOR	470	1% 1/10W	0603	Resistor	
X4/R29	RESISTOR	44.2k	1%	0603	Resistor	
X4/R28	RESISTOR	604k	1%	0603	Resistor	
X4/R27	RESISTOR	56.2k	1%	0603	Resistor	
X4/R26	RESISTOR	200k	1%	0603	Resistor	
X4/C18	CAPACITOR	3.3nF	50WVDC X7R	0603	Ceramic capacitor	
X4/R25	RESISTOR	470	1% 1/10W	0603	Resistor	
X4/C17	CAPACITOR	0.22uF	25WVDC X7R	1206	Ceramic capacitor	
X4/U2	DUAL_OPAMP	LT2078AIS8	N/A	SO8	unknown	
X4/C15	CAPACITOR	0.1uF	25WVDC X7R	0603	Ceramic capacitor	
X4/C16	CAPACITOR	0.047uF	50WVDC X7R	0603	Ceramic capacitor	
X4/R24	RESISTOR	54.9k	1%	0603	Resistor	
X4/R23	RESISTOR	82.5k	1%	0603	Resistor	
X4/R22	RESISTOR	604k	1%	0603	Resistor	
X4/R21	RESISTOR	953k	1%	0603	Resistor	
X4/R20	RESISTOR	200k	1%	0603	Resistor	
X4/C14	CAPACITOR	3.3nF	50WVDC X7R	0603	Ceramic capacitor	
X4/R19	RESISTOR	470	1% 1/10W	0603	Resistor	
X4/C13	CAPACITOR	0.22uF	25WVDC X7R	1206	Ceramic capacitor	
X4/R18	RESISTOR	54.9k	1%	0603	Resistor	
X4/R17	RESISTOR	82.5k	1%	0603	Resistor	
X4/R16	RESISTOR	604k	1%	0603	Resistor	
X4/R15	RESISTOR	953k	1%	0603	Resistor	
X4/R14	RESISTOR	200k	1%	0603	Resistor	
X4/C12	CAPACITOR	3.3nF	50WVDC X7R	0603	Ceramic capacitor	
X4/R13	RESISTOR	470	1% 1/10W	0603	Resistor	
X4/C11	CAPACITOR	0.22uF	25WVDC X7R	1206	Ceramic capacitor	
X4/R60	RESISTOR	49.9	1% 1/10W	0603	Resistor	
X4/R61	RESISTOR	49.9	1% 1/10W	0603	Resistor	
X4/C40	CAPACITOR	0.1uF	25WVDC X7R	0603	Ceramic capacitor	
X4/U11	DUAL_OPAMP	LM6142AIM	N/A	SO8	generic dual operational amplifier, SO8	
X4/U1	DUAL_OPAMP	LT2078AIS8	N/A	SO8	unknown	
X4/R12	RESISTOR	24.9k	1% 1/10W	0603	Resistor	
X4/C10	CAPACITOR	0.1uF	25WVDC X7R	0603	Ceramic capacitor	
X4/C9	CAPACITOR	0.1uF	25WVDC X7R	0603	Ceramic capacitor	
X4/C8	CAPACITOR	0.1uF	25WVDC X7R	0603	Ceramic capacitor	
X4/R11	RESISTOR	54.9k	1%	0603	Resistor	
X4/R10	RESISTOR	82.5k	1%	0603	Resistor	
X4/R9	RESISTOR	604k	1%	0603	Resistor	
X4/R8	RESISTOR	953k	1%	0603	Resistor	
X4/R7	RESISTOR	200k	1%	0603	Resistor	
X4/C7	CAPACITOR	3.3nF	50WVDC X7R	0603	Ceramic capacitor	
X4/R6	RESISTOR	470	1% 1/10W	0603	Resistor	
X4/C6	CAPACITOR	0.22uF	25WVDC X7R	1206	Ceramic capacitor	
X4/U5	DUAL_OPAMP	LM6142AIM	N/A	SO8	generic dual operational amplifier, SO8	
X4/R5	RESISTOR	4.75k	1% 1/10W	0603	Resistor	
X4/C3	CAPACITOR	620pF	10WVDC X7R	0805	Ceramic capacitor	
X4/R4	RESISTOR	14.7k	1% 1/10W	0603	Resistor	
X4/R3	RESISTOR	1	1% 1/10W	0603	Resistor	
X4/C2	CAPACITOR	1uF	10WVDC X7R	0805	Ceramic capacitor	
X4/C5	CAPACITOR	1uF	10WVDC X7R	0805	Ceramic capacitor	
X4/R2	RESISTOR	4.99	1% 1/10W	0603	Resistor	
X4/C4	CAPACITOR	1uF	10WVDC X7R	0805	Ceramic capacitor	
X4/R1	RESISTOR	49.9	1% 1/10W	0603	Resistor	
X4/U6	REFERENCE	REF43GS	N/A	SO8	2.5V Reference	
X4/R59	RESISTOR	49.9	1% 1/10W	0603	Resistor	
X4/X4/R27	RESISTOR	44.2k	1% 1/10W	0603	Resistor	
X4/X4/C3	CAPACITOR	4.7uF	10WVDC X7R	1812	Ceramic capacitor	
X4/X4/C24	CAPACITOR	7.5nF	16WVDC X7R	0603	Ceramic capacitor	
X4/X4/R28	RESISTOR	3.01k	1% 1/10W	0603	Resistor	
X4/X4/R6	RESISTOR	1	1% 1/10W	0603	Resistor	
X4/X4/C29	CAPACITOR	0.1uF	16WVDC X7R	0603	Ceramic capacitor	
X4/X4/C30	POLARIZED_CAPACITOR	47uF	15WVDC	2711	Tantalum capacitor	
X4/X4/R39	RESISTOR	15.0k	1% 1/10W	0603	Resistor	
X4/X4/R40	RESISTOR	3.01k	1% 1/10W	0603	Resistor	
X4/X4/C28	CAPACITOR	4.7uF	10WVDC X7R	1812	Ceramic capacitor	
X4/X4/C25	CAPACITOR	0.1uF	16WVDC X7R	0603	Ceramic capacitor	
X4/X4/R33	RESISTOR	330	1% 1/10W	0603	Resistor	
X4/X4/R20	RESISTOR	1	1/4W	1206	Resistor	
X4/X4/C23	CAPACITOR	0.1uF	16WVDC X7R	0603	Ceramic capacitor	
X4/X4/R26	RESISTOR	1.05k	1% 1/10W	0603	Resistor	
X4/X4/C10	CAPACITOR	0.1uF	16WVDC X7R	0603	Ceramic capacitor	
X4/X4/U10	DUAL_OPAMP	LM6142AIM	N/A	SO8	generic dual operational amplifier, SO8	
X4/X4/C14	CAPACITOR	0.1uF	16WVDC X7R	0603	Ceramic capacitor	
X4/X4/R18	RESISTOR	5.11	1% 1/10W	0603	Resistor	
X4/X4/C13	CAPACITOR	0.1uF	16WVDC X7R	0603	Ceramic capacitor	
X4/X4/R17	RESISTOR	5.11	1% 1/10W	0603	Resistor	
X4/X4/C11	CAPACITOR	0.1uF	16WVDC X7R	0603	Ceramic capacitor	
X4/X4/R16	RESISTOR	5.11	1% 1/10W	0603	Resistor	
X4/X4/C5	CAPACITOR	0.1uF	16WVDC X7R	0603	Ceramic capacitor	
X4/X4/R5	RESISTOR	5.11	1% 1/10W	0603	Resistor	
X4/X4/C9	CAPACITOR	0.1uF	16WVDC X7R	0603	Ceramic capacitor	
X4/X4/R21	RESISTOR	330	1% 1/10W	0603	Resistor	
X4/X4/C8	CAPACITOR	0.1uF	16WVDC X7R	0603	Ceramic capacitor	
X4/X4/R22	RESISTOR	330	1% 1/10W	0603	Resistor	
X4/X4/C7	CAPACITOR	0.1uF	16WVDC X7R	0603	Ceramic capacitor	
X4/X4/R23	RESISTOR	330	1% 1/10W	0603	Resistor	
X4/X4/R42	RESISTOR	4.32k	1% 1/10W	0603	Resistor	
X4/X4/R1	RESISTOR	2.00k	1% 1/10W	0603	Resistor	
X4/X4/Q2	MMBFJ309	unknown	unknown	SOT23	n-channel jfet	
X4/X4/C22	CAPACITOR	0.1uF	16WVDC X7R	0603	Ceramic capacitor	
X4/X4/R13	RESISTOR	46.4	1% 1/10W	0603	Resistor	
X4/X4/R41	RESISTOR	301k	1%	0603	Resistor	
X4/X4/U6	ADA4805-1AKSZ	unknown	unknown	SC70-6	Fast opamp	
X4/X4/U8	ADA4805-1AKSZ	unknown	unknown	SC70-6	Fast opamp	
X4/X4/U5	ADA4805-1AKSZ	unknown	unknown	SC70-6	Fast opamp	
X4/X4/U4	ADA4805-1AKSZ	unknown	unknown	SC70-6	Fast opamp	
X4/X4/R24	RESISTOR	20	1% 1/10W	0603	Resistor	
X4/X4/C16	CAPACITOR	1uF	10WVDC X7R	0805	Ceramic capacitor	
X4/X4/C4a	CAPACITOR	30pF	5% NP0 Vitreous	0505	Ceramic capacitor	
X4/X4/C2	CAPACITOR	0.1uF	16WVDC X7R	0603	Ceramic capacitor	
X4/X4/R11	RESISTOR	2.00k	1%	0603	Resistor	
X4/X4/U12	MAX4594DCKR	unknown	unknown	SC70	SPST analog switch	
X4/X4/C17	CAPACITOR	0.1uF	16WVDC X7R	0603	Ceramic capacitor	
X4/X4/R38	RESISTOR	3.00k	1%	0603	Resistor	
X4/X4/U11	MAX4594DCKR	unknown	unknown	SC70	SPST analog switch	
X4/X4/C6	CAPACITOR	0.1uF	16WVDC X7R	0603	Ceramic capacitor	
X4/X4/U3	MAX4594DCKR	unknown	unknown	SC70	SPST analog switch	
X4/X4/R25	RESISTOR	1.00Meg	1%	0603	Resistor	
X4/X4/R19	RESISTOR	62	5% 0.15W	0805	Resistor	
X4/X4/R15	RESISTOR	3.00k	1%	0603	Resistor	
X4/X4/C12	CAPACITOR	0.1uF	16WVDC X7R	0603	Ceramic capacitor	
X4/X4/R4	RESISTOR	3.00k	1%	0603	Resistor	
X4/X4/C20	CAPACITOR	1nF	50WVDC C0G	0603	Ceramic capacitor	
X4/X4/C21	CAPACITOR	1nF	50WVDC C0G	0603	Ceramic capacitor	
X4/X4/R14	RESISTOR	46.4	1% 1/10W	0603	Resistor	
X4/X4/U9	AD7984BRMZ	unknown	unknown	MSOP10	ADC	
X4/X4/R7	RESISTOR	DNP	1% 1/10W	0603	Resistor	
X4/X4/C18	CAPACITOR	DNP	25WVDC X7R	0603	Ceramic capacitor	
X4/X4/C19	CAPACITOR	2pF	25WVDC X7R	0603	Ceramic capacitor	
X4/X4/R10	RESISTOR	3.00k	1%	0603	Resistor	
X4/X4/R12	RESISTOR	3.00k	1%	0603	Resistor	
X4/X4/U7	MAX4594DCKR	unknown	unknown	SC70	SPST analog switch	
X4/X4/C4	CAPACITOR	100pF	5% NP0 Vitreous	0505	Ceramic capacitor	
X4/X4/R2	RESISTOR	2.00k	1%	0603	Resistor	
X4/X4/R9	RESISTOR	3.00k	1%	0603	Resistor	
X4/X4/R8	RESISTOR	0	1%	0603	Resistor	
X4/X4/C1	CAPACITOR	220pF	50WVDC	0805	Ceramic capacitor	
X4/X3/R27	RESISTOR	44.2k	1% 1/10W	0603	Resistor	
X4/X3/C3	CAPACITOR	4.7uF	10WVDC X7R	1812	Ceramic capacitor	
X4/X3/C24	CAPACITOR	7.5nF	16WVDC X7R	0603	Ceramic capacitor	
X4/X3/R28	RESISTOR	3.01k	1% 1/10W	0603	Resistor	
X4/X3/R6	RESISTOR	1	1% 1/10W	0603	Resistor	
X4/X3/C29	CAPACITOR	0.1uF	16WVDC X7R	0603	Ceramic capacitor	
X4/X3/C30	POLARIZED_CAPACITOR	47uF	15WVDC	2711	Tantalum capacitor	
X4/X3/R39	RESISTOR	15.0k	1% 1/10W	0603	Resistor	
X4/X3/R40	RESISTOR	3.01k	1% 1/10W	0603	Resistor	
X4/X3/C28	CAPACITOR	4.7uF	10WVDC X7R	1812	Ceramic capacitor	
X4/X3/C25	CAPACITOR	0.1uF	16WVDC X7R	0603	Ceramic capacitor	
X4/X3/R33	RESISTOR	330	1% 1/10W	0603	Resistor	
X4/X3/R20	RESISTOR	1	1/4W	1206	Resistor	
X4/X3/C23	CAPACITOR	0.1uF	16WVDC X7R	0603	Ceramic capacitor	
